package_name,file_name,tokenized_content,cluster_id
covid19dbcand,Drugs_Pathway_Drug.md,['data   Pathway Drugs Pathway Drugs Each drug may have one or more pathway and vise versa   Format  a tibble with 3 variables:  - drugbank-id: - name: drug name - parent_id: pathway id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Drugs_Pathway_Drug ```   Description  Pathway Drugs Pathway Drugs Each drug may have one or more pathway and vise versa'],1
covid19dbcand,Categories_Drug.md,"['data   Drug Categories General categorizations of the drug   Format  a tibble with 3 variables:  - category: Category name - mesh-id: The Medical Subjects Headings (MeSH) identifier for the category.', '- parent_id: drugbank id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Categories_Drug ```   Description  Each drug may have one or more category.']",1
covid19dbcand,Affected_Organisms_Drug.md,['data   Drug related Affected Organisms   Format  a tibble with 2 variables:  - text: affected organism description - parent_id: drugbank id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Affected_Organisms_Drug ```   Description  A list of organisms in which the drug may display activity; activity may depend on local susceptibility patterns and resistance.'],1
covid19dbcand,SNP_Adverse_Drug_Reactions_Drug.md,"['data   SNP Adverse Drug Reactions   Format  a tibble with 9 variables:  - protein-name: Proteins involved in this SNP.', '- gene-symbol: Genes involved in this SNP.', '- uniprot-id: c(""[Universal Protein\\n](https://www.uniprot.org/)"", ""[  Resource (UniProt)](https://www.uniprot.org/)"") identifiers for proteins involved in this pathway.', '- rs-id: The c(""[SNP\\n](https://www.ncbi.nlm.nih.gov/projects/SNP/)"", ""[  Database](https://www.ncbi.nlm.nih.gov/projects/SNP/)"") identifier for this single nucleotide polymorphism.', '- allele: The alleles associated with the identified SNP.', '- adverse-reaction: - description: - pubmed-id: Reference to PubMed article.', '- parent_key: [drugbank id](https://www.ncbi.nlm.nih.gov/)   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r SNP_Adverse_Drug_Reactions_Drug ```   Description  The adverse drug reactions that may occur as a result of the listed single nucleotide polymorphisms (SNPs).', 'Details  Each drug may have one or more SNP Adverse.']",1
covid19dbcand,ATC_Codes_Drug.md,"['data   Drug related ATC Codes   Format  a tibble with 4 variables:  - atc_code: drug related atc code - level_n: atc-code related level_n - code_n: atc-code and level_n related code_n - drugbank-id: drugbank id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r ATC_Codes_Drug ```   Description  The Anatomical Therapeutic Classification (ATC) code for the drug assigned by the c(""[World Health\\n](https://www.who.int/classifications/atcddd/en/)"", ""[Organization Anatomical Chemical Classification System](https://www.who.int/classifications/atcddd/en/)"").', 'Details  Each drug may have one or more atc-code.', 'Each atc-code has one or more level.', 'The atc-code and level elements each have a code which specifies the code assigned by c(""[World Health\\n](https://www.who.int/classifications/atcddd/en/)"", ""[Organization Anatomical Chemical Classification System](https://www.who.int/classifications/atcddd/en/)"").']",2
covid19dbcand,links.md,"['data   Drugs/ Carriers/ Enzymes/ Targets/ Transporters related Links   Format  a tibble with 3 variables:  - ref-id: Name of the source website - title: Identifier for this drug in the given resource - url: The url of the website - parent_id: drug/ carrier/ target/ enzyme/ transporter id  An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 94 rows and 4 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 88 rows and 4 columns.', 'An object of class `tbl_df` (inherits from `tbl`, `data.frame`) with 645 rows and 4 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 60 rows and 4 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 168 rows and 4 columns.', 'Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Links_Drug  Links_Carrier_Drug  Links_Enzyme_Drug  Links_Target_Drug  Links_Transporter_Drug ```   Description  A list of websites that were used as references for Drugs/ Carriers/ Enzymes/ Targets/ Transporters   Details  Each drug/ carrier/ target/ enzyme/ transporter may have one or more link.']",2
covid19dbcand,Pharmacology.md,"['data   Drug Pharmacology   Format  An object of class `tbl_df` (inherits from `tbl`, `data.frame`) with 33 rows and 12 columns.', 'Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Pharmacology ```   Returns  a tibble with the following variables:  - indication: The approved conditions, diseases, or states for which a drug can safely and effectively be used.', 'An indication is considered to be FDA-approved when it has any of the following designations: NDA, ANDA, BLA, or OTC.', 'May also include indications in other countries, such as Canada (through Health Canada) or in Europe (through the European Medicines Agency).', '- pharmacodynamics: A description of how the drug modifies or affects the organism it is being used in.', 'May include effects in the body that are desired (enzyme or protein targets for example) and undesired (also known as “side effects”).', 'This is in contrast to pharmacokinetics, which describes how the body modifies the drug being used.', '- mechanism_of_action: A component of pharmacodynamics that describes the biochemical interaction through which a drug produces its intended effect.', 'May include the exact molecular protein or enzyme targets and/or a description of the physiological effects produced.', '- toxicity: Any adverse reaction, or side effect, that may or may not occur with use of the drug.', 'May be attributed to a number of effects including: an enhanced therapeutic effect, rare anaphylactic reactions, interactions with other medications, or unanticipated binding of the molecule at different sites within the body.', '- metabolism: A description of the chemical degradation of the drug molecule within the body; most commonly by enzymes from the Cytochrome P450 (CYP) system in the liver.', '- absorption: A description of the movement of the drug from the site of administration into the bloodstream or target tissue.', 'Common pharmacokinetic metrics used to evaluate absorption include Area Under the Curve (AUC), bioavailability (F), maximum concentration (Cmax), and time to maximum concentration (Tmax).', '- half-life: The period of time it takes for the amount of drug in the body to be reduced by one half.', 'Provides a description of how quickly the drug is being eliminated and how much is available in the bloodstream.', '- protein-binding: A description of the drug’s affinity for plama proteins and the proportion of the drug that is bound to them when in circulation within the body.', '- route_of_elimination: A description of the pathway that is used to excrete the drug from the body.', 'Common pharmacokinetic parameters used to evaluate excretion include elemination half life, renal clearance, and tracking of radiolabelled compounds through the renal and GI system.', '- volume_of_distribution: The Vd of a drug represents the degree to which it is distributed into body tissue compared to the plasma.', '- clearance: A pharmacokinetic measurement of the rate of removal of the drug from plasma, expressed as mL/min; reflects the rate of elimination of the drug.', '- drugbank_id: drugbank id   Description  Describes the use, mechanism of action, pharmacokinetics, pharmacodynamics, and physiological or biochemical effects in the body.']",2
covid19dbcand,Mixtures_Drug.md,"['data   Drug Mixture   Format  a tibble with 3 variables:  - name: The proprietary name provided by the manufacturer for this combination product.', '- ingredients: A list of ingredients, separated by addition symbols.', '- parent_key: drugbank id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Mixtures_Drug ```   Description  All commercially available products in which this drug is available in combination with other drug molecules.', 'Details  Each drug may have one or more mixture.']",2
covid19dbcand,actions.md,"['data   Drug Carriers/ Enzymes/ Targets/ Transporters related Actions   Format  a tibble with 2 variables:  - text: describe related action - parent_id: drug/ carrier/ target/ enzyme/ transporter id  An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 15 rows and 2 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 90 rows and 2 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 136 rows and 2 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 55 rows and 2 columns.', 'Source  c(""[Drugbank\\n](https://docs.drugbankplus.com/xml/)"", ""[Documentation](https://docs.drugbankplus.com/xml/)"")  ```r Actions_Carrier_Drug  Actions_Enzyme_Drug  Actions_Target_Drug  Actions_Transporter_Drug ```   Description  A collection of actions related to drugs carriers']",2
covid19dbcand,Manufacturers_Drug.md,"['data   Drug Manufacturers   Format  a tibble with 3 variables:  - text: the name or description of the manufacturer - parent_key: drugbank id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Manufacturers_Drug ```   Description  A list of companies that are manufacturing the commercially available forms of this drug that are available in Canada and the Unites States.', 'Details  Each drug may have one or more Manufacturer.']",2
covid19dbcand,Groups_Drug.md,"['data   Drug Groups   Format  a tibble with 2 variables:  - group: one of the above values - drugbank-id: drugbank id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Groups_Drug ```   Description  Groups that this drug belongs to.', 'Details  Each drug may have one or more category.', 'Groups include:    approved   vet_approved   nutraceutical   illicit   withdrawn   investigational   experimental']",2
covid19dbcand,Enzymes_Pathway_Drug.md,"['data   Pathway Enzymes Enzymes involved in this pathway.', 'Format  a tibble with 2 variables:  - text: uniprot id - parent_id: pathway id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Enzymes_Pathway_Drug ```   Description  Each drug may have one or more pathway']",3
covid19dbcand,cett.md,"['data   Carriers/ Enzymes/ Targets/ Transporters   Format  a tibble with 6 variables:  - id: Identifier for the record - name: related name - organism: Organism that the protein comes from.', '- known_action: Whether the pharmacological action of the drug is due to this target interaction.', '- position: related position - parent_id: drugbank id  An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 15 rows and 6 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 90 rows and 8 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 59 rows and 6 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 49 rows and 6 columns.', 'Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Carriers_Drug  Enzymes_Drug  Targets_Drug  Transporters_Drug ```   Description  Protein targets of drug action, enzymes that are inhibited/induced or involved in metabolism, and carrier or transporter proteins involved in movement of the drug across biological membranes.', 'Details  Each of targets, enzymes, carriers and transporters contain one or more child elements tibbles']",3
covid19dbcand,Experimental_Properties_Drug.md,"['data   Drug Experimental Properties   Format  a tibble with 4 variables:  - kind: Name of the property - value: Drug properties that have been experimentally proven - source: Reference to the source of this experimental data - parent_key: drugbank key   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Experimental_Properties_Drug ```   Description  Drug properties that have been experimentally proven.', 'Each drug may have one or more experimental property.', 'Details  The following experimental properties are provided:  ||| |:--|:--| |Property|Description| |Water Solubility|The experimentally determined aqueous solubility of  the molecule| |Molecular Formula|Protein formula of Biotech drugs| |Molecular Weight|Protein weight of Biotech drugs| |Melting Point|The experimentally determined temperature at which the  drug molecule changes from solid to liquid at atmospheric temperature.| |Boiling Point|The experimentally determined temperature at which the  drug molecule changes from liquid to gas at atmospheric temperature| |Hydrophobicity|The ability of a molecule to repel water rather than  absorb or dissolve water| |Isoelectric Point|The pH value at which the net electric charge of  a molecule is zero| |caco2 Permeability|A continuous line of heterogeneous human epithelial  colorectal adenocarcinoma cells, CAC02 cells are employed as a model of  human intestinal absorption of various drugs and compounds.', 'CAC02 cell  permeability is ultimately an assay to measure drug absorption| |pKa|The experimentally determined pka value of the molecule.| |logP|The experimentally determined partition coefficient (LogP) based  on the ratio of solubility of the molecule in 1-octanol compared  to water| |logS|The intrinsic solubility of a given compound is the concentration  in equilibrium with its solid phase that dissolves into solution, given as  the natural logarithm (LogS) of the concentration.| |Radioactivity|The property to spontaneously emit particles  (alpha, beta, neutron) or radiation (gamma, K capture), or both at the same  time, from the decay of certain nuclides|']",3
covid19dbcand,Prices_Drug.md,"['data   Drug Prices   Format  a tibble with 5 variables:  - description: - cost: Drug price per unit - unit: - currency: Currency of price, example: USD - parent_key: drugbank id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Prices_Drug ```   Description  Unit drug prices   Details  Each drug may have one or more price']",3
covid19dbcand,Dosages_Drug.md,"['data   Drug Dosages A list of the commercially available dosages of the drug.', 'Format  a tibble with 4 variables:  - form: The pharmaceutical formulation by which the drug is introduced into the body.', '- route: The path by which the drug or product is taken into the body - strength: The amount of active drug ingredient provided in the dosage - parent_id: drugbank id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Dosages_Drug ```   Description  Each drug may have one or more dosage.']",3
covid19dbcand,go.md,"['data   Carriers/ Enzymes/ Targets/ Transporters related Gene Ontology (GO)   Format  a tibble with 3 variables:  - category: - description: - polypeptide_id: polypeptide id  An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 0 rows and 3 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 0 rows and 3 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 0 rows and 3 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 0 rows and 3 columns.', 'Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r GO_Classifiers_Polypeptide_Carrier_Drug  GO_Classifiers_Polypeptides_Enzyme_Drug  GO_Classifiers_Polypeptide_Target_Drug  GO_Classifiers_Polypeptide_Transporter_Drug ```   Description  The [Gene Ontology (GO)](http://geneontology.org/) Consortium identifier   Details  Each Carriers/ Enzymes/ Targets/ may have zero or more GO.']",3
covid19dbcand,Classifications_Drug.md,['data   Drug Classification   Format  a tibble with 9 variables:  - description: - direct_parent: - kingdom: - superclass: - class: - subclass: - alternative_parents: One or more alternative parents - substituents: One or more substituents - drugbank_id: drugbank id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Classifications_Drug ```   Description  A description of the hierarchical chemical classification of the drug; imported from [ClassyFire](http://classyfire.wishartlab.com/).'],3
covid19dbcand,books.md,"['data   Drugs/ Carriers/ Enzymes/ Targets/ Transporters related Books   Format  a tibble with 4 variables:  - ref-id: Identifier for the article being referenced.', 'This is unique across all reference types (books, links, article).', '- isbn: ISBN identifying the textbook.', '- citation: A Textbook citation in a standard format.', '- parent_id: drug/ carrier/ target/ enzyme/ transporter id  An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 1 rows and 4 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 8 rows and 4 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 62 rows and 4 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 11 rows and 4 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 4 rows and 4 columns.', 'Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Books_Drug  Textbooks_Carrier_Drug  Textbooks_Enzyme_Drug  Textbooks_Target_Drug  Textbooks_Transporter_Drug ```   Description  A list of text books that were used as references for drugs']",4
covid19dbcand,Pathways_Drug.md,"['data   Drug Pathways   Format  a tibble with 4 variables:  - smpdb_id: c(""[Small Molecule Protein Database\\n](https://smpdb.ca/)"", ""[ (SMPDB)](https://smpdb.ca/)"") identifier for this pathway.', '- name: Pathway name - category: Pathway category - parent_key: drugbank id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Pathways_Drug ```   Description  Metabolic, disease, and biological pathways that the drug is involved in, as identified by the c(""[Small Molecule Protein Database\\n](https://smpdb.ca/)"", ""[ (SMPDB)](https://smpdb.ca/)"").', 'Details  Each drug may have one or more pathway.']",4
covid19dbcand,ext_id.md,"['data   External Identifiers for Drugs/ Carriers/ Enzymes/ Targets/ Transporters   Format  a tibble with following features:  - resource: Name of the source database - identifier: Identifier for this drug in the given resource - parent_key: drugbank key  An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 232 rows and 3 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 0 rows and 3 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 0 rows and 3 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 0 rows and 3 columns.', 'An object of class `spec_tbl_df` (inherits from `tbl_df`, `tbl`, `data.frame`) with 0 rows and 3 columns.', 'Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r External_Identifiers_Drug  External_Identifiers_Polypeptide_Carrier_Drug  External_Identifiers_Polypeptide_Enzyme_Drug  External_Identifiers_Polypeptide_Target_Drug  External_Identifiers_Transporter_Drug ```   Description  Identifiers used in other websites or databases providing information about this drug.', 'Details  Each drug may have one or more external identifier.', 'Drug identifiers may be provided for the following resources    [Wikipedia](https://www.wikipedia.org/)   [ChEBI](https://www.ebi.ac.uk/chebi/)   [ChEMBL](https://www.ebi.ac.uk/chembl/)   [PubChem Compound](https://pubchem.ncbi.nlm.nih.gov/)   [PubChem Substance](https://pubchem.ncbi.nlm.nih.gov/)   c(""[Drugs\\n](https://health-products.canada.ca/dpd-bdpp/index-eng.jsp)"", ""[   Product Database (DPD)](https://health-products.canada.ca/dpd-bdpp/index-eng.jsp)"")   [KEGG Compound](https://www.genome.jp/kegg/compound/)   [KEGG Compound](https://www.genome.jp/kegg/drug/)   [KEGG Drug](https://www.genome.jp/kegg/drug/)   ChemSpider   [BindingDB](https://bindingdb.org/)   [National Drug Code Directory](https://dailymed.nlm.nih.gov/)   [GenBank](https://www.ncbi.nlm.nih.gov/genbank/)   PharmGKB   [PDB](https://www.rcsb.org/)   [Guide to Pharmacology](https://www.guidetopharmacology.org/)   ZINC   [RxCUI](https://www.nlm.nih.gov/research/umls/rxnorm/index.html)']",4
covid19dbcand,AHFS_Codes_Drug.md,['data   The American Hospital Formulary Service (AHFS) identifier for Drugs   Format  a tibble with 2 variables:  - text: ahfs code - parent_id: drugbank id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r AHFS_Codes_Drug ```   Description  A list of the American Hospital Formulary Service (AHFS) identifier for drugs'],4
covid19dbcand,Packagers_Drug.md,"['data   Drug Packagers   Format  a tibble with 3 variables:  - name: - url: A link to any companies that are packaging the drug for re-distribution - parent_key: drugbank id   Source  [Drugbank Documentation](https://docs.drugbankplus.com/xml/)  ```r Packagers_Drug ```   Description  A list of companies that are packaging the drug for re-distribution.', 'Details  Each drug may have one or more Packagers.']",4
